,length,motif length,backend,time in s,setup in s,discovery in s,memory in MB,extent,lower_bound,motiflet,elbows,dataset,memory,version,extent @k,extent @k-lower_bound
414,6375000,2048,SCAMPI (1 GB),8.1166651249,7.225866961,0.363024938,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4824632, 4833632], [4824632, 4833632, 4838632], [4824632, 4833632, 4838632, 4827632], [4824632, 4833632, 4838632, 4827632, 4829632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632, 4843632]]",[2],CinC_Challenge,1 GB,SCAMPI (1 GB),0.0,0.0
415,6375000,4096,SCAMPI (1 GB),8.5245218277,7.33223118,0.690187839,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4823239, 4826239], [4823239, 4826239, 4829239], [4823239, 4826239, 4829239, 4832239], [4823239, 4826239, 4829239, 4832239, 4835239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239, 4847239]]",[2],CinC_Challenge,1 GB,SCAMPI (1 GB),0.0,0.0
416,2100777,512,SCAMPI (4 GB),2.6452040672,2.21798975,0.208710157,4593.8828125,"[1.2880000000000002e-07, 1.2880000000000002e-07, 1.2880000000000002e-07, 6.408067358e-20, 1.622913815e-19, 7.963493883e-18, 6e-10, 9e-10, 1.3e-09, 1.7000000000000001e-09]",4.0757700000000005e-05,"[None, None, [192066, 584002], [595681, 616681, 1009141], [595681, 616681, 1009141, 1014793], [674461, 595681, 616681, 1009141, 1014793], [674461, 595681, 616681, 1009141, 1014793, 48769], [674461, 595681, 616681, 1009141, 1014793, 48769, 25437], [674461, 595681, 616681, 1009141, 1014793, 48769, 25437, 2011193], [674461, 595681, 616681, 1009141, 1014793, 48769, 25437, 2011193, 37329]]",[2],water,4 GB,SCAMPI (4 GB),4.123105625617661e-05,4.733562561766048e-07
417,2100777,1024,SCAMPI (4 GB),3.8524236679,3.574977684,0.108152334,4593.8828125,"[1.768359881e-19, 1.768359881e-19, 1.768359881e-19, 9.463436596e-18, 1.41e-08, 3.84e-08, 2.164e-07, 2.852e-07, 4.372e-07, 6.642e-07]",0.0008149733000000001,"[None, None, [24901, 53793], [76817, 24901, 53793], [76817, 24901, 53793, 30445], [24901, 53793, 30445, 726069, 76817], [48767, 151639, 221251, 169299, 800991, 204015], [48767, 151639, 221251, 169299, 800991, 204015, 1031307], [48766, 151638, 221250, 169298, 800990, 204014, 1031306, 365102], [48767, 151639, 221251, 169299, 800991, 204015, 1031307, 365103, 411279]]",[2],water,4 GB,SCAMPI (4 GB),0.0008149846624323675,1.1362432367385822e-08
418,2100777,2048,SCAMPI (4 GB),89.0466544628,13.299647205,58.100258282,4593.8828125,"[4.8947707658, 4.8947707658, 4.8947707658, 8.735835302, 11.0510452429, 17.4089322795, 22.3629092859, 24.8366812007, 24.8366812007, 29.2379969747]",0.8860471413000001,"[None, None, [179284, 1629772], [116176, 725149, 29449], [1082210, 116158, 29435, 725136], [116168, 1082214, 29441, 725136, 1509088], [725016, 116035, 392307, 1663976, 851468, 1295343], [1324421, 1577706, 725162, 863299, 1082233, 1635611, 1664126], [1324421, 1577706, 725162, 863299, 1082233, 116188, 1635611, 1664126], [1324421, 1577706, 725162, 863299, 1082233, 116188, 1635611, 1664126, 1509113]]",[8],water,4 GB,SCAMPI (4 GB),5.407217119249051,4.521169977949051
419,2100777,4096,SCAMPI (4 GB),76.0260014534,12.370962283,48.879329644,4593.8828125,"[45.8248732774, 45.8248732774, 45.8248732774, 85.1412401062, 154.289688919, 201.8768877157, 242.1401094126, 322.3822606285, 352.2717742946, 468.013074271]",1.1875448988,"[None, None, [826782, 953705], [1190689, 908557, 850869], [978224, 1784811, 914861, 1254925], [1099226, 1877006, 984167, 857276, 576700], [978224, 1784811, 914861, 1254925, 1260652, 1220067], [1754288, 1299236, 575043, 936345, 786454, 1904127, 1875313], [1587288, 136931, 872799, 309533, 976305, 901438, 705762, 142843], [1587288, 136931, 872799, 309533, 976305, 901438, 705762, 142843, 1258752]]",[8],water,4 GB,SCAMPI (4 GB),21.63360982986889,20.446064931068893
420,8595817,512,SCAMPI (1 GB),7.6194972992,6.633073842,0.223200796,4598.3203125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [59446, 928198], [59446, 928198, 410800], [59446, 928198, 410800, 536886], [59446, 928198, 410800, 536886, 596919], [59446, 928198, 410800, 536886, 596919, 663201], [59446, 928198, 410800, 536886, 596919, 663201, 693981], [59446, 928198, 410800, 536886, 596919, 663201, 693981, 696309], [59446, 928198, 410800, 536886, 596919, 663201, 693981, 696309, 725120]]",[2],Bird12-Week3_2018_1_10,1 GB,SCAMPI (1 GB),0.0,0.0
421,8595817,1024,SCAMPI (1 GB),39.4287517071,24.397014203,10.661407089,4598.3203125,"[0.0, 0.0, 0.0, 0.0, 0.0, 23.4106720358, 27.835685253, 31.8498861565, 40.77708162, 53.6457630722]",1.492163582,"[None, None, [536910, 586882], [536910, 586882, 696418], [537005, 586977, 696513, 7458145], [1249012, 398789, 578238, 2281928, 1292800], [1249049, 398831, 578274, 2281964, 1292835, 947162], [947162, 578272, 398823, 8456242, 1249049, 2281961, 1292837], [947162, 578272, 398823, 8456240, 1249049, 2281961, 1292837, 7489451], [398918, 578374, 971171, 1249141, 2282053, 8456337, 947252, 1292926, 5547754]]",[7],Bird12-Week3_2018_1_10,1 GB,SCAMPI (1 GB),7.324326799931854,5.832163217931854
422,8595817,2048,SCAMPI (1 GB),38.9353744984,20.049471477,14.474618787,4598.3203125,"[32.1477580601, 32.1477580601, 32.1477580601, 51.7197610674, 106.1681740893, 158.1663198232, 168.3628295518, 188.8614536111, 212.7234779288, 229.9744821549]",2.1265873026,"[None, None, [398779, 1292795], [7301486, 1932440, 7132586], [398938, 1292941, 578384, 971178], [399041, 578485, 1293034, 392531, 971283], [398796, 1292819, 578257, 2281943, 1989236, 1780224], [398792, 1292797, 578239, 2281928, 1989230, 1780225, 1410939], [398796, 1292819, 578257, 2281943, 1989236, 1780224, 5221262, 1410938], [398909, 1292919, 578362, 971153, 2282046, 1989338, 5221389, 1780317, 1411075]]","[3, 6]",Bird12-Week3_2018_1_10,1 GB,SCAMPI (1 GB),15.164909566327786,13.038322263727785
423,8595817,4096,SCAMPI (1 GB),43.1064324379,19.873237157,18.698480568,4598.3203125,"[128.6127903606, 128.6127903606, 128.6127903606, 213.0988770144, 260.1364727966, 274.564571169, 335.9406662195, 356.5248108417, 456.9634708796, 508.0647188195]",3.1403749749,"[None, None, [231526, 699188], [231595, 699231, 925457], [2199486, 230699, 698338, 192396], [230717, 2199570, 698588, 629707, 192462], [192515, 698554, 629699, 230715, 2199484, 878328], [629658, 878344, 1881623, 192462, 230605, 698656, 2199530], [1040676, 925739, 231880, 699502, 8494342, 630275, 8486587, 1883873], [1040629, 925719, 231950, 699322, 8494296, 630230, 8486597, 1883910, 878967]]",[7],Bird12-Week3_2018_1_10,1 GB,SCAMPI (1 GB),22.54029101008902,19.399916035189023
424,6375000,512,SCAMPI (8 GB),6.1199791431,5.483990739,0.12907975700000002,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4825795, 4824795], [4825795, 4824795, 4826795], [4825795, 4824795, 4826795, 4827795], [4825795, 4824795, 4826795, 4827795, 4828795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795, 4832795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795, 4832795, 4833795]]",[2],CinC_Challenge,8 GB,SCAMPI (8 GB),0.0,0.0
425,6375000,1024,SCAMPI (8 GB),8.2688269615,7.656938277,0.116917853,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4823591, 4824591], [4823591, 4824591, 4825591], [4823591, 4824591, 4825591, 4826591], [4823591, 4824591, 4825591, 4826591, 4827591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591, 4830591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591, 4830591, 4831591]]",[2],CinC_Challenge,8 GB,SCAMPI (8 GB),0.0,0.0
426,6375000,2048,SCAMPI (8 GB),8.0512042046,7.209444838,0.345659209,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4824632, 4833632], [4824632, 4833632, 4838632], [4824632, 4833632, 4838632, 4827632], [4824632, 4833632, 4838632, 4827632, 4829632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632, 4843632]]",[2],CinC_Challenge,8 GB,SCAMPI (8 GB),0.0,0.0
427,6375000,4096,SCAMPI (8 GB),8.6397414207,7.436879009,0.701252824,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4823239, 4826239], [4823239, 4826239, 4829239], [4823239, 4826239, 4829239, 4832239], [4823239, 4826239, 4829239, 4832239, 4835239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239, 4847239]]",[2],CinC_Challenge,8 GB,SCAMPI (8 GB),0.0,0.0
428,1439997,512,SCAMPI (0.5 GB),17.2774877548,5.149735648,10.145329491,9968.2578125,"[0.3136491332, 0.3136491332, 0.3136491332, 1.0087573543, 1.7660262212, 2.6929196416, 4.1599347053, 5.2768611169, 6.9462728212, 8.1786083088]",0.368962816,"[None, None, [779915, 812269], [778804, 780064, 775430], [775440, 780076, 778813, 3230], [775440, 780076, 778813, 3230, 531167], [780031, 3189, 775406, 531133, 778781, 1180090], [775379, 778755, 691281, 531099, 779997, 686409, 802366], [780072, 778816, 531167, 775432, 3217, 1180123, 314212, 215204], [780031, 3189, 775406, 531133, 778781, 1180090, 215144, 314175, 269151]]",[2],EOG_one_hour_400_Hz,0.5 GB,SCAMPI (0.5 GB),2.8598266221573643,2.490863806157364
429,1439997,1024,SCAMPI (0.5 GB),19.2534432411,3.39859744,13.414235733,9968.2578125,"[10.441903839, 10.441903839, 10.441903839, 20.1521408304, 34.8477381137, 61.6458416905, 72.7773390129, 125.2417147954, 137.381045495, 195.6002164177]",0.5791498176000001,"[None, None, [239118, 1324514], [1180079, 780013, 775389], [625373, 775052, 268812, 346469], [722358, 1180529, 1170494, 11054, 806321], [1180494, 722332, 809441, 806297, 11003, 953429], [223228, 497413, 1179966, 1295587, 1324573, 974651, 239185], [223094, 348232, 310488, 497335, 675327, 672992, 286406, 1179890], [675256, 223099, 310431, 751880, 507557, 1324484, 286408, 1070750, 1369356]]","[6, 8]",EOG_one_hour_400_Hz,0.5 GB,SCAMPI (0.5 GB),13.985714726738138,13.406564909138138
430,1439997,2048,SCAMPI (0.5 GB),41.2414853573,3.142762897,35.542853876,9968.2578125,"[74.6421974366, 74.6421974366, 74.6421974366, 206.3601541657, 432.2808087381, 555.8461936097, 573.0029156965, 1142.6939714855, 1336.6952350088, 1440.0518783175]",0.6860641216000001,"[None, None, [507203, 1263636], [686304, 860410, 1369239], [700332, 497207, 1324401, 1295337], [699891, 496746, 1323946, 1119528, 222563], [699891, 496746, 1323946, 1119528, 222563, 182959], [832820, 953004, 309592, 1069720, 1015598, 616364, 191582], [536332, 1067586, 161273, 309591, 767960, 1015597, 832818, 1069719], [832820, 953004, 309592, 1069720, 1015598, 616364, 191582, 697079, 767962]]",[6],EOG_one_hour_400_Hz,0.5 GB,SCAMPI (0.5 GB),37.948015472716094,37.261951351116096
431,1439997,4096,SCAMPI (0.5 GB),50.3473947048,3.370875224,44.67136181,9968.2578125,"[330.4565337051, 330.4565337051, 330.4565337051, 590.3132857273, 1121.3501510306, 2492.2084887896, 3090.7918358581, 3178.9723729153, 4223.0024048182, 4446.5314301376]",1.252126231,"[None, None, [237780, 1323153], [220739, 236765, 1322126], [1117448, 180856, 1321866, 607483], [119547, 211806, 180483, 1283249, 669889], [496409, 268037, 611737, 1119127, 78409, 720856], [1120073, 269025, 1286296, 239125, 917177, 127578, 34047], [1210616, 239078, 612645, 79318, 920622, 959763, 672921, 787887], [1210615, 348142, 239078, 612645, 79318, 920622, 959763, 672921, 787887]]","[4, 7]",EOG_one_hour_400_Hz,0.5 GB,SCAMPI (0.5 GB),66.68231722231614,65.43019099131614
432,449919,512,SCAMPI (4 GB),1.079791069,1.008612988,0.032721352,4570.8515625,"[1.5728995460000002e-17, 1.5728995460000002e-17, 1.5728995460000002e-17, 6.979154263e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.777e-07,"[None, None, [245556, 258530], [245556, 258530, 249108], [236356, 248267, 238486, 244734], [245556, 258530, 249108, 248258, 236347], [245556, 258530, 249108, 248258, 236347, 238477], [236347, 248258, 238477, 244725, 249108, 258530, 245556], [236345, 248256, 238475, 244723, 249106, 258528, 245554, 241791], [236345, 248256, 238475, 244723, 249106, 258528, 245554, 241791, 259512]]",[2],swtAttack38,4 GB,SCAMPI (4 GB),0.0,-5.777e-07
433,449919,1024,SCAMPI (4 GB),132.2918171883,31.020281338,92.201377074,4570.8515625,"[0.7460488454, 0.7460488454, 0.7460488454, 0.8544665024, 1.1124659504, 1.4765983111, 1.8925798658, 2.051201857, 2.2279156862, 2.5037536268]",0.7590180086,"[None, None, [353836, 401454], [294251, 401671, 412283], [412292, 401685, 294266, 391088], [412070, 401468, 353842, 294040, 390866], [412217, 401607, 294184, 391010, 289861, 151422], [412084, 401478, 294056, 353858, 390880, 339961, 344293], [401464, 353848, 412073, 390868, 294046, 339949, 289718, 151281], [313190, 437407, 226402, 222047, 428099, 369796, 207951, 326153, 422805]]",[3],swtAttack38,4 GB,SCAMPI (4 GB),1.582325385879908,0.823307377279908
434,449919,2048,SCAMPI (4 GB),155.7084813118,29.241278317,111.562333218,4570.8515625,"[0.9054740130000001, 0.9054740130000001, 0.9054740130000001, 1.6764203064, 2.0409268369, 2.8540884711, 4.2331283248, 5.4082778321, 6.0724315282, 6.922031001]",1.144673942,"[None, None, [390546, 401145], [353403, 401035, 390435], [401220, 390623, 293800, 353588], [401205, 390607, 353572, 293784, 289448], [289433, 411781, 401194, 390586, 353553, 293766], [170925, 311350, 319980, 307008, 224571, 220204, 166699], [171040, 307129, 320086, 311473, 324465, 220318, 166806, 224690], [171064, 307155, 320101, 311490, 324480, 224709, 220347, 166834, 121763]]",[4],swtAttack38,4 GB,SCAMPI (4 GB),2.630975294638853,1.486301352638853
435,449919,4096,SCAMPI (4 GB),168.4843528271,30.159287779,121.956220953,4570.8515625,"[3.2640418197, 3.2640418197, 3.2640418197, 12.1584722709, 15.1034793583, 16.3024115683, 17.3286799305, 20.4330430812, 22.1004723132, 23.3685528051]",1.9050454051,"[None, None, [311253, 319873], [47858, 43507, 52207], [52112, 43407, 47818, 56519], [60924, 47849, 43484, 52211, 56610], [56556, 47845, 43470, 52148, 60902, 65224], [56598, 47869, 43491, 52189, 60933, 65246, 82376], [65321, 43536, 52262, 47883, 56650, 60976, 69672, 95274], [65284, 43505, 52214, 47844, 60946, 56617, 82370, 95263, 69663]]",[6],swtAttack38,4 GB,SCAMPI (4 GB),4.834103102448271,2.929057697348271
436,440001,512,SCAMPI (0.25 GB),14.9525847435,3.9825484110000002,9.960288114,17175.734375,"[4e-10, 4e-10, 4e-10, 0.18025940940000001, 0.2846429831, 0.48175502330000003, 0.6180962833, 0.7981133618, 0.8558880835, 0.9798905242]",0.7929740670000001,"[None, None, [3257, 46009], [148973, 346305, 347411], [184647, 208924, 261122, 364190], [345563, 182103, 344838, 272162, 184297], [261122, 208924, 184647, 186736, 364190, 263543], [200018, 262890, 177708, 193474, 208618, 181772, 179932], [181748, 179908, 177683, 241697, 262866, 199994, 193450, 208594], [200014, 262886, 177704, 193470, 208614, 157700, 181768, 179928, 99244]]",[8],Challenge2009TestSetA_101a,0.25 GB,SCAMPI (0.25 GB),0.9898941984878991,0.196920131487899
437,440001,1024,SCAMPI (0.25 GB),13.5321857929,3.987599287,8.522176138,17175.734375,"[2.6057079368, 2.6057079368, 2.6057079368, 5.9557208119, 9.5802109231, 12.331124327, 21.4904711318, 26.0903783961, 40.3548029731, 57.6800397648]",1.1936425721,"[None, None, [353592, 354430], [436631, 421336, 435785], [417223, 419657, 354845, 411603], [354833, 418025, 419646, 417209, 411589], [353997, 354834, 418027, 411590, 417211, 419646], [354833, 418025, 419646, 417209, 353995, 411589, 358046], [354860, 418053, 417238, 419673, 354023, 411618, 438350, 425078], [416838, 354462, 350711, 415982, 353621, 352771, 438788, 425509, 437525]]",[7],Challenge2009TestSetA_101a,0.25 GB,SCAMPI (0.25 GB),7.594737636337413,6.401095064237413
438,440001,2048,SCAMPI (0.25 GB),13.7018129826,3.928516924,8.724120299,17175.734375,"[32.5823680057, 32.5823680057, 32.5823680057, 74.3331254914, 116.5767096836, 187.0088649376, 254.8361462522, 398.9744774381, 444.2512139471, 683.5518194191]",1.6712892087,"[None, None, [353000, 416212], [415918, 352706, 437032], [192695, 344828, 346310, 180996], [418826, 432341, 417205, 427458, 351089], [192785, 344549, 207187, 365021, 179241, 140912], [417204, 422579, 425045, 354404, 356817, 426651, 418407], [175525, 181087, 179246, 365014, 346400, 194946, 347876, 190148], [180743, 194971, 207216, 189063, 347534, 158114, 344951, 98951, 192825]]","[6, 8]",Challenge2009TestSetA_101a,0.25 GB,SCAMPI (0.25 GB),26.144823950814814,24.473534742114815
439,440001,4096,SCAMPI (0.25 GB),13.4650948048,2.888242428,9.509125754,17175.734375,"[201.8406556975, 201.8406556975, 201.8406556975, 514.4941760441, 1097.0140618988, 1957.0697864662, 2181.7498562598, 2750.8924159637, 3400.6281786547, 4019.7999220922]",2.1639387521,"[None, None, [353744, 424381], [424110, 353880, 416676], [420676, 352914, 416127, 423143], [175161, 179985, 345284, 141279, 188291], [179497, 344813, 12431, 133721, 206318, 172119], [179497, 344813, 12431, 133721, 206318, 172119, 193002], [346461, 179666, 344229, 206881, 188348, 362490, 186131, 174095], [346461, 179666, 344229, 206881, 188348, 362490, 186131, 174095, 134999]]",[6],Challenge2009TestSetA_101a,0.25 GB,SCAMPI (0.25 GB),63.401892101830846,61.237953349730844
440,449919,512,SCAMPI (0.5 GB),1.0978751183,1.020044082,0.033779006,17486.234375,"[1.5728995460000002e-17, 1.5728995460000002e-17, 1.5728995460000002e-17, 6.979154263e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.777e-07,"[None, None, [245556, 258530], [245556, 258530, 249108], [236356, 248267, 238486, 244734], [245556, 258530, 249108, 248258, 236347], [245556, 258530, 249108, 248258, 236347, 238477], [236347, 248258, 238477, 244725, 249108, 258530, 245556], [236345, 248256, 238475, 244723, 249106, 258528, 245554, 241791], [236345, 248256, 238475, 244723, 249106, 258528, 245554, 241791, 259512]]",[2],swtAttack38,0.5 GB,SCAMPI (0.5 GB),0.0,-5.777e-07
441,449919,1024,SCAMPI (0.5 GB),22.6549091339,4.507153333,16.651935322,17486.234375,"[0.7460488454, 0.7460488454, 0.7460488454, 0.856634593, 1.1124659504, 1.4929706566, 1.9004718053, 2.0598318192, 2.2147268124, 2.5898379403]",0.5756311072,"[None, None, [353836, 401454], [412280, 401670, 294248], [401683, 412292, 391088, 294267], [401459, 353840, 412072, 390867, 294043], [401606, 412221, 294187, 391006, 289861, 151421], [353862, 401478, 344293, 412085, 390877, 339961, 294055], [390872, 401473, 353850, 294047, 289717, 412072, 339951, 151281], [226373, 308838, 437383, 313159, 222017, 369772, 422779, 207931, 326119]]",[8],swtAttack38,0.5 GB,SCAMPI (0.5 GB),1.6092973436565412,1.0336662364565412
442,449919,2048,SCAMPI (0.5 GB),22.8618936539,4.141322502,16.82140763,17449.453125,"[0.9054740130000001, 0.9054740130000001, 0.9054740130000001, 1.6776304175, 2.0409268369, 2.8588541891, 4.2788267038, 5.4076084037, 6.0837635496, 7.0507604975]",0.7556344323,"[None, None, [390546, 401145], [353401, 401031, 390433], [293800, 401225, 390624, 353588], [401204, 390605, 353572, 293783, 289448], [353554, 390587, 401197, 293762, 289430, 411779], [166696, 307033, 311362, 220209, 224578, 319976, 170929], [311469, 307126, 220321, 171041, 324467, 166802, 224678, 320064], [171028, 320076, 311458, 307125, 324457, 166803, 220312, 224680, 121741]]",[4],swtAttack38,0.5 GB,SCAMPI (0.5 GB),2.6553268155728023,1.8996923832728023
443,449919,4096,SCAMPI (0.5 GB),25.3494904041,5.007205777,17.999020973,17449.453125,"[3.2640418197, 3.2640418197, 3.2640418197, 12.2257581423, 15.0621698272, 16.3555425911, 17.3983185003, 20.4725171397, 22.2212202773, 23.430230572]",1.3114051939,"[None, None, [311253, 319873], [43478, 52213, 47864], [43411, 52116, 47821, 56524], [47882, 43503, 52216, 56617, 60931], [60906, 47841, 43476, 65228, 52195, 56559], [43459, 52213, 47859, 56574, 65249, 60911, 82379], [95282, 43534, 52266, 69676, 47888, 56642, 65334, 60973], [95247, 47881, 43552, 69666, 52226, 60971, 56640, 82373, 65294]]",[6],swtAttack38,0.5 GB,SCAMPI (0.5 GB),4.840478341238601,3.5290731473386012
444,8595817,512,SCAMPI (8 GB),7.4748282433,6.50184735,0.214755888,4602.75,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [59446, 928198], [59446, 928198, 410800], [59446, 928198, 410800, 536886], [59446, 928198, 410800, 536886, 596919], [59446, 928198, 410800, 536886, 596919, 663201], [59446, 928198, 410800, 536886, 596919, 663201, 693981], [59446, 928198, 410800, 536886, 596919, 663201, 693981, 696309], [59446, 928198, 410800, 536886, 596919, 663201, 693981, 696309, 725120]]",[2],Bird12-Week3_2018_1_10,8 GB,SCAMPI (8 GB),0.0,0.0
445,8595817,1024,SCAMPI (8 GB),111.9146142006,40.166404884,52.052844494,9539.2734375,"[0.0, 0.0, 0.0, 0.0, 0.0, 23.1101831499, 25.4482097565, 30.4314500738, 40.6013095546, 51.1563827164]",2.6181185193,"[None, None, [536910, 586882], [536910, 586882, 696418], [537005, 586977, 696513, 7458145], [947131, 578237, 398787, 1249010, 2281929], [1249003, 398779, 578231, 1292789, 2281920, 947120], [947193, 578303, 398853, 1249075, 8456272, 1292865, 2281993], [2281979, 398838, 1292853, 1249065, 7489466, 578285, 8456255, 947174], [398902, 578350, 1249123, 971158, 2282039, 8456318, 947241, 1292913, 5547738]]",[6],Bird12-Week3_2018_1_10,8 GB,SCAMPI (8 GB),7.152369028259098,4.534250508959099
446,8595817,2048,SCAMPI (8 GB),126.4608812332,34.879267584,66.681243285,9421.1640625,"[31.9693956978, 31.9693956978, 31.9693956978, 47.9822042484, 94.955592432, 130.2187493875, 156.123142873, 171.7149398968, 191.4710862342, 214.535620507]",3.9206536814,"[None, None, [398792, 1292807], [7301492, 7132595, 1932448], [578498, 392545, 399050, 971304], [399020, 1293038, 578475, 392513, 971268], [398762, 1292783, 578209, 2281915, 1989202, 1780177], [398787, 1292800, 578227, 2281928, 5221258, 1780181, 1989200], [543977, 6968138, 1291347, 5219778, 1414477, 1025138, 437897, 7794521], [398874, 1292886, 578323, 971121, 2281998, 1989305, 5221355, 1780293, 1411022]]",[3],Bird12-Week3_2018_1_10,8 GB,SCAMPI (8 GB),14.647034529453395,10.726380848053395
447,8595817,4096,SCAMPI (8 GB),135.8359606266,34.072859841,78.073566638,9468.1640625,"[127.6646124689, 127.6646124689, 127.6646124689, 212.3895208085, 258.144951628, 274.4369139301, 331.858084539, 351.2725630755, 441.7006840117, 489.7950118515]",5.6199058246,"[None, None, [231544, 699181], [231604, 699230, 925453], [2199493, 230643, 698360, 192389], [2199544, 230640, 698550, 192422, 629642], [192554, 698568, 629805, 2199585, 878456, 230758], [629576, 1881550, 878318, 192402, 230629, 698536, 2199431], [8494250, 231966, 699196, 925598, 1040553, 630163, 8486563, 1883894], [8494343, 232069, 925736, 699542, 630321, 1040704, 8486661, 1883911, 879021]]",[7],Bird12-Week3_2018_1_10,8 GB,SCAMPI (8 GB),22.13131292651884,16.51140710191884
448,180000,512,SCAMPI (4 GB),225.6968085766,50.305968846,160.24199936,4429.1875,"[16.8070363087, 16.8070363087, 16.8070363087, 23.6441591173, 32.8604366938, 50.5782075612, 60.1282498297, 89.1695201798, 122.0612794693, 130.9503645923]",2.6997022907,"[None, None, [145577, 160799], [83652, 62987, 964], [62938, 915, 83602, 107030], [898, 62922, 107014, 83585, 33097], [165348, 29675, 27675, 139798, 114440, 22721], [165379, 29706, 27706, 114471, 139826, 22750, 160604], [29599, 165272, 27599, 22648, 9630, 166344, 33329, 160499], [139547, 26393, 165100, 113496, 155606, 115478, 72229, 70129, 166168]]",[6],EOG_one_hour_50_Hz,4 GB,SCAMPI (4 GB),11.443354603974308,8.743652313274309
449,180000,1024,SCAMPI (4 GB),215.719301939,49.786349861,150.950847137,4495.50390625,"[71.897098935, 71.897098935, 71.897098935, 137.284042331, 255.0912906622, 353.7979701158, 410.1811580541, 637.1790636254, 819.8779992207, 1122.0462616029]",3.9849349756,"[None, None, [62488, 83153], [83316, 629, 62653], [83215, 62546, 525, 103304], [62586, 83250, 562, 157132, 167364], [83197, 62531, 40226, 36745, 30626, 157085], [65479, 94267, 21252, 30507, 74668, 83092, 25829], [155204, 139143, 32755, 94295, 21279, 144535, 71843, 47897], [144663, 4551, 78568, 23178, 94266, 32731, 102910, 149381, 156419]]",[6],EOG_one_hour_50_Hz,4 GB,SCAMPI (4 GB),33.496958990375525,29.512024014775527
450,180000,2048,SCAMPI (4 GB),219.1979556084,46.965833784,157.051392842,4620.35546875,"[375.0888927048, 375.0888927048, 375.0888927048, 640.6373122451, 928.973003301, 1658.8783037737, 2067.3150073405, 2280.9917899636, 2280.9917899636, 2584.8092085578]",5.6017860048,"[None, None, [157739, 167974], [1245, 157821, 63268], [8123, 25061, 20348, 143765], [1245, 157821, 63268, 168055, 97821], [20394, 25106, 143803, 31862, 128840, 82228], [134718, 156784, 84563, 21875, 167020, 8851, 61094], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796, 150044]]","[4, 8]",EOG_one_hour_50_Hz,4 GB,SCAMPI (4 GB),50.84101895672234,45.23923295192234
