,length,motif length,backend,time in s,setup in s,discovery in s,memory in MB,extent,lower_bound,motiflet,elbows,dataset,memory,version,extent @k,extent @k-lower_bound
76,1330816,512,SCAMPI (0.5 GB),16.7792441845,5.83621131,9.141625294,4576.26953125,"[1.6772400000000002e-05, 1.6772400000000002e-05, 1.6772400000000002e-05, 0.0001805504, 0.0033154766, 0.0367193799, 0.07046800040000001, 0.11017676600000001, 0.15391117840000001, 0.21846346690000001]",0.2546071321,"[None, None, [356692, 1059820], [100911, 356692, 1059820], [356692, 1059820, 100909, 463391], [356692, 1059820, 100909, 463391, 531621], [90502, 207928, 271811, 503560, 219784, 1145878], [90488, 207914, 776497, 503546, 271797, 219770, 1145864], [626814, 619856, 623338, 615218, 611712, 460511, 512759, 230754], [626805, 623329, 615208, 619847, 611702, 230745, 460501, 512749, 443514]]",[3],stator_winding,0.5 GB,SCAMPI (0.5 GB),0.467400756203924,0.212793624103924
77,1330816,1024,SCAMPI (0.5 GB),16.2402245998,5.788578306,8.594939382,4576.26953125,"[0.0274897409, 0.0274897409, 0.0274897409, 0.10249864160000001, 0.1932527649, 0.2174453676, 0.2371297946, 0.3175534196, 0.3502399306, 0.40131578430000003]",0.3039382251,"[None, None, [89990, 207416], [606093, 609139, 612565], [619426, 614789, 626384, 622908], [230565, 512570, 623149, 615029, 619666], [619668, 623150, 230568, 615030, 512572, 611524], [512502, 230496, 614959, 460250, 623077, 619597, 611454], [611516, 623142, 619659, 230557, 615022, 512563, 604985, 608045], [460246, 623074, 443256, 255157, 611449, 230493, 619593, 512497, 614955]]",[6],stator_winding,0.5 GB,SCAMPI (0.5 GB),0.6334948968223817,0.3295566717223817
78,1330816,2048,SCAMPI (0.5 GB),16.1228029728,4.197251624,9.824534303,4576.26953125,"[0.1731434875, 0.1731434875, 0.1731434875, 0.367601638, 0.4294682516, 0.5588660467000001, 0.6425653079, 0.6507816299, 0.9042273279, 0.9850028420000001]",0.44832148860000004,"[None, None, [605958, 609005], [507733, 79478, 213746], [79495, 507750, 213763, 64888], [213616, 557119, 79347, 507605, 263857], [58383, 64986, 213863, 557367, 264105, 507849], [557245, 213741, 507730, 79473, 58263, 263985, 64866], [557378, 213875, 507860, 65000, 264119, 231648, 79608, 576586], [213916, 557420, 507903, 65041, 58436, 264161, 231692, 79649, 576628]]",[7],stator_winding,0.5 GB,SCAMPI (0.5 GB),0.9924730938418432,0.5441516052418431
79,1330816,4096,SCAMPI (0.5 GB),15.5014531612,2.894822607,10.427033505,4576.26953125,"[0.5271601452, 0.5271601452, 0.5271601452, 0.8074747564, 0.9006061072, 1.0978836874, 1.3766454546, 1.4675644918, 1.7135001483, 2.1755309187]",0.6933793238,"[None, None, [77417, 211685], [78497, 212766, 263009], [556585, 213084, 57606, 263322], [575798, 263328, 556591, 213089, 57612], [263283, 213043, 78773, 575753, 556546, 57566], [575753, 263284, 556546, 213044, 78774, 438860, 57571], [213037, 263276, 556538, 78769, 57556, 496219, 575749, 438851], [263323, 213078, 575793, 78810, 496268, 556585, 57599, 7022, 438894]]",[7],stator_winding,0.5 GB,SCAMPI (0.5 GB),1.474968107689112,0.7815887838891119
80,8066432,512,SCAMPI (0.5 GB),15.7264351845,3.552054506,8.592059454,4582.68359375,"[0.0932997889, 0.0932997889, 0.0932997889, 0.2360145404, 0.3419240938, 0.5580737050000001, 0.7172861663, 0.7172861663, 0.8534079798, 0.9494603091]",0.1085629527,"[None, None, [169336, 668593], [5810091, 1286946, 2883728], [5570339, 4720688, 630598, 1572480], [5075502, 3051367, 1321990, 7661279, 7565551], [1287069, 2009779, 7091023, 5810178, 1180507, 2883807], [1287074, 2009779, 7091023, 5810178, 1180507, 2883807, 5519488], [1287069, 2009779, 7091023, 5810178, 1180507, 2883807, 3629171, 5519486], [7091023, 1287074, 2009779, 5810178, 2883807, 1180507, 5519488, 3629171, 2559743]]","[4, 7]",solarwind,0.5 GB,SCAMPI (0.5 GB),0.9744025395594985,0.8658395868594985
81,8066432,1024,SCAMPI (0.5 GB),21.5821404457,7.976274151,9.782734522,4582.68359375,"[0.4688778981, 0.4688778981, 0.4688778981, 1.1576961457, 2.0969584068, 2.9848989759, 4.3711503546, 5.6889843041, 8.3900031601, 10.3119652787]",0.1512541821,"[None, None, [271655, 1475621], [4271014, 4184409, 2506138], [2026, 7143390, 1861551, 6901757], [1626027, 3266639, 6901651, 53973, 5078258], [1861606, 679317, 7143438, 1299332, 2944993, 233294], [2026, 7143390, 1861551, 6901757, 233252, 679256, 1299290], [1475603, 2944991, 6854413, 5989849, 5075581, 7163286, 1468243, 3813045], [2026, 7143390, 1861551, 6901757, 233252, 679256, 1299290, 3776085, 3929824]]",[7],solarwind,0.5 GB,SCAMPI (0.5 GB),3.211224887593518,3.0599707054935177
82,8066432,2048,SCAMPI (0.5 GB),31.5347909927,11.896814268,15.318583912,4582.68359375,"[4.0223202916, 4.0223202916, 4.0223202916, 19.220687123, 30.7755373486, 40.6637462979, 51.4821889783, 54.6410253411, 70.5943581042, 70.6192600958]",0.24935200700000001,"[None, None, [3627319, 3662207], [5569495, 261127, 6304045], [1196387, 3627523, 5462825, 264552], [2707264, 5462821, 264552, 3627523, 7841250], [4796631, 3627523, 264554, 5462825, 1196388, 14692], [4796631, 3627523, 264554, 5462825, 1196388, 14692, 2707267], [3627522, 7841250, 1196386, 5462821, 1254637, 264552, 4796631, 2707264], [3627521, 7841250, 1196386, 5462821, 1254637, 264552, 4796631, 1577561, 2707264]]",[7],solarwind,0.5 GB,SCAMPI (0.5 GB),8.403526646343188,8.154174639343188
83,8066432,4096,SCAMPI (0.5 GB),38.2693343163,11.075669782,22.99957786,4582.68359375,"[51.6230019489, 51.6230019489, 51.6230019489, 154.0632756627, 295.6584954318, 483.2308361146, 751.349913094, 1048.3684826958, 1146.8182466839, 1503.0044295603]",0.33249652900000004,"[None, None, [2035502, 3306672], [4828602, 4269375, 1517919], [4549656, 270662, 1179397, 7695798], [1179854, 1215581, 1013055, 271215, 381348], [1179854, 1215581, 1013055, 271215, 381348, 1614713], [4754744, 1820329, 2802491, 827325, 2363133, 1198235, 1875904], [336543, 1198244, 3596700, 4754749, 250356, 2802499, 1174918, 7980010], [330945, 3858462, 2239291, 4626723, 1407291, 6334659, 3185944, 5920227, 2006716]]",[8],solarwind,0.5 GB,SCAMPI (0.5 GB),38.768601078196,38.436104549196
84,6375000,512,SCAMPI (16 GB),6.0340161324,5.399156726,0.12999680300000002,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4825795, 4824795], [4825795, 4824795, 4826795], [4825795, 4824795, 4826795, 4827795], [4825795, 4824795, 4826795, 4827795, 4828795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795, 4832795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795, 4832795, 4833795]]",[2],CinC_Challenge,16 GB,SCAMPI (16 GB),0.0,0.0
85,6375000,1024,SCAMPI (16 GB),8.1269323826,7.520200129,0.121043389,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4823591, 4824591], [4823591, 4824591, 4825591], [4823591, 4824591, 4825591, 4826591], [4823591, 4824591, 4825591, 4826591, 4827591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591, 4830591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591, 4830591, 4831591]]",[2],CinC_Challenge,16 GB,SCAMPI (16 GB),0.0,0.0
86,6375000,2048,SCAMPI (16 GB),7.9359910488,7.085252586,0.357591257,4598.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4824632, 4833632], [4824632, 4833632, 4838632], [4824632, 4833632, 4838632, 4827632], [4824632, 4833632, 4838632, 4827632, 4829632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632, 4843632]]",[2],CinC_Challenge,16 GB,SCAMPI (16 GB),0.0,0.0
87,6375000,4096,SCAMPI (16 GB),8.5080401897,7.313468893,0.695155912,4598.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4823239, 4826239], [4823239, 4826239, 4829239], [4823239, 4826239, 4829239, 4832239], [4823239, 4826239, 4829239, 4832239, 4835239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239, 4847239]]",[2],CinC_Challenge,16 GB,SCAMPI (16 GB),0.0,0.0
88,5153051,512,SCAMPI (2 GB),15.3252437115,10.574049532,4.359479631,4599.2578125,"[4.3819e-05, 4.3819e-05, 4.3819e-05, 0.0001519644, 0.0002350048, 0.0003200101, 0.0003685997, 0.0004626211, 0.0005219545, 0.0006477822]",0.0069767261,"[None, None, [691642, 737248], [857170, 883742, 1743531], [1203271, 789481, 438752, 570898], [789468, 1203253, 570880, 438736, 737389], [646634, 1203270, 789477, 570891, 737400, 438750], [574162, 438822, 1229227, 487764, 531450, 1225428, 570955], [574154, 438814, 487757, 1229225, 531452, 1225419, 570946, 1736758], [789462, 1203250, 570880, 438736, 737383, 1253504, 1033828, 1225337, 487699]]",[2],house,2 GB,SCAMPI (2 GB),0.02545156576715861,0.01847483966715861
89,5153051,1024,SCAMPI (2 GB),26.8262488842,21.20328198,5.173523746,4599.2578125,"[6.8601997621, 6.8601997621, 6.8601997621, 7.7521928077, 8.2651239669, 21.1759685581, 22.1079542046, 22.5187382475, 23.7317534791, 23.7317534791]",0.0099982121,"[None, None, [3900333, 3242006], [3900333, 3242006, 1656050], [3900333, 3242006, 1656050, 1161432], [3900333, 3242006, 1656050, 1161432, 3651392], [3900333, 3242006, 1656050, 1161432, 3651392, 1668158], [3900333, 3242006, 1656050, 1161432, 3651392, 1668158, 3174067], [3900333, 3242006, 1656050, 1161432, 3651392, 1668158, 3174067, 805165], [3900333, 3242006, 1656050, 1161432, 3651392, 1668158, 3174067, 805165, 3439568]]",[7],house,2 GB,SCAMPI (2 GB),4.871524759159087,4.8615265470590865
90,5153051,2048,SCAMPI (2 GB),39.3620445728,11.623629816,17.959162684,4599.2578125,"[0.0050505363, 0.0050505363, 0.0050505363, 0.0132593937, 0.0260611027, 0.032385339, 0.0495083699, 0.0575806903, 0.0692853752, 0.0725484591]",0.2693482117,"[None, None, [1301732, 1642450], [1642542, 1301823, 668406], [1693059, 1742075, 1790451, 1815257], [1815169, 1741989, 1692971, 1790363, 910431], [910466, 1742023, 1790399, 1693005, 1901464, 1815206], [1815272, 1742091, 1790466, 1693075, 762148, 1901532, 572798], [1693076, 1790469, 1742092, 882405, 1815274, 762149, 1901533, 572800], [858245, 1924712, 880933, 1714437, 1324101, 1763382, 1837705, 1447958, 1472866]]",[5],house,2 GB,SCAMPI (2 GB),0.2693482116146309,-8.536910067746817e-11
91,5153051,4096,SCAMPI (2 GB),46.7564034462,10.900244213,24.434056096,4599.2578125,"[0.7054738355, 0.7054738355, 0.7054738355, 1.5968147121, 3.0339114909, 7.7375444292, 10.9391804344, 12.1802883531, 19.4442115426, 23.0222035057]",0.4835207151,"[None, None, [835451, 1173355], [1837282, 1762950, 1714011], [1837290, 1762963, 1714026, 1589443], [4068203, 4443544, 4517694, 4554812, 1254170], [4068135, 4443460, 4480701, 1254107, 4407309, 1328027], [4068138, 4443468, 4517609, 4480713, 1254107, 4407309, 1328027], [4068138, 4443468, 4517609, 4480713, 1254107, 4407309, 1328027, 4333516], [4566934, 2150559, 3931581, 1180573, 4382455, 3981337, 2397978, 3807746, 1035369]]","[4, 7]",house,2 GB,SCAMPI (2 GB),4.798145840395017,4.3146251252950165
92,8595817,512,SCAMPI (4 GB),7.3834180832,6.445734647,0.20897732600000002,4598.3203125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [59446, 928198], [59446, 928198, 410800], [59446, 928198, 410800, 536886], [59446, 928198, 410800, 536886, 596919], [59446, 928198, 410800, 536886, 596919, 663201], [59446, 928198, 410800, 536886, 596919, 663201, 693981], [59446, 928198, 410800, 536886, 596919, 663201, 693981, 696309], [59446, 928198, 410800, 536886, 596919, 663201, 693981, 696309, 725120]]",[2],Bird12-Week3_2018_1_10,4 GB,SCAMPI (4 GB),0.0,0.0
93,8595817,1024,SCAMPI (4 GB),68.224064827,30.331560586,27.404579344,5481.57421875,"[0.0, 0.0, 0.0, 0.0, 0.0, 23.1101831499, 25.5734176871, 30.4390068386, 40.6353234893, 51.4164520336]",2.2136492699,"[None, None, [536910, 586882], [536910, 586882, 696418], [537005, 586977, 696513, 7458145], [947131, 578237, 398787, 1249010, 2281929], [1249013, 398788, 578239, 2281926, 1292800, 947130], [398853, 578301, 2281993, 1249078, 947193, 8456275, 1292864], [1249058, 398830, 578283, 2281971, 947177, 1292843, 8456258, 7489469], [398904, 578353, 1249128, 2282046, 971158, 1292918, 8456323, 947251, 5547743]]",[7],Bird12-Week3_2018_1_10,4 GB,SCAMPI (4 GB),7.1705266217761165,4.956877351876116
94,8595817,2048,SCAMPI (4 GB),71.7984683514,25.610112091,34.080023983,5418.96875,"[31.9693956978, 31.9693956978, 31.9693956978, 47.9822042484, 99.0214184091, 130.5868770404, 156.123142873, 178.3476469571, 191.4710862342, 222.1454505866]",3.3020101025,"[None, None, [398792, 1292807], [7301492, 7132595, 1932448], [578514, 392560, 399073, 971318], [399022, 1293037, 578469, 971277, 392522], [398762, 1292783, 578209, 2281915, 1989202, 1780182], [398812, 1292826, 578258, 2281956, 1780224, 1989235, 5221284], [543977, 6968138, 1291347, 5219778, 1414477, 1025138, 437897, 7794521], [6931811, 7243145, 232988, 8532831, 1360806, 1362735, 1882825, 1427644, 926656]]","[3, 8]",Bird12-Week3_2018_1_10,4 GB,SCAMPI (4 GB),14.904544628622507,11.602534526122506
95,8595817,4096,SCAMPI (4 GB),87.186006546,25.462073897,47.983605891,5421.0234375,"[127.8265945425, 127.8265945425, 127.8265945425, 212.1594120531, 258.8990634031, 274.4369139301, 333.7740503548, 354.4741107297, 449.1387391417, 489.7950118515]",4.8880619174,"[None, None, [231547, 699184], [231631, 699247, 925456], [2199527, 230693, 698443, 192395], [2199544, 230640, 698550, 192422, 629642], [878462, 629736, 1881778, 698702, 2199587, 230818], [629598, 878314, 1881601, 192398, 230632, 698629, 2199429], [925633, 231908, 699370, 1040613, 8494271, 1883934, 8486589, 630232], [8494343, 232069, 925736, 699542, 630321, 1040704, 8486661, 1883911, 879021]]",[7],Bird12-Week3_2018_1_10,4 GB,SCAMPI (4 GB),22.13131292651884,17.243251009118843
96,1288330,512,SCAMPI (2 GB),52.775475502,12.222086894,33.274882449,4873.80078125,"[0.1109926349, 0.1109926349, 0.1109926349, 0.1541846332, 0.5482670033, 0.7077063468, 0.8085525289000001, 1.2713386657, 1.4950971437, 1.7358554995]",0.39209770780000003,"[None, None, [865164, 1036404], [520951, 865113, 1036353], [1251993, 466985, 1181037, 204258], [413515, 418924, 1197905, 27587, 1131517], [1251994, 466986, 1181038, 587363, 204260, 818602], [418921, 413513, 1131515, 1197902, 27584, 1021893, 756435], [418921, 413513, 1131515, 1197902, 27584, 1021893, 756435, 1181068], [1251979, 1181023, 204245, 818587, 466970, 592681, 367640, 587346, 821103]]","[3, 6]",BlackLeggedKittiwake,2 GB,SCAMPI (2 GB),1.3175186903797609,0.9254209825797608
97,1288330,1024,SCAMPI (2 GB),62.263210535,11.725453152,42.663835444,4732.67578125,"[0.5263524476, 0.5263524476, 0.5263524476, 1.0030337295, 1.6583639422, 2.6952117734, 3.4064195518, 4.239718321, 4.6783345393, 4.9212020953]",0.6550568886,"[None, None, [688051, 772011], [1243525, 771806, 687846], [1131711, 67895, 837896, 473188], [473158, 1131681, 837867, 67865, 944971], [944946, 236732, 1131659, 67841, 837841, 473134], [837827, 67826, 1131642, 473119, 944930, 147181, 756562], [837815, 67814, 1131632, 147169, 756550, 236703, 784233, 1022009], [837815, 67814, 1131632, 473105, 147169, 756550, 236703, 784233, 1022009]]",[2],BlackLeggedKittiwake,2 GB,SCAMPI (2 GB),2.2183782579397953,1.5633213693397954
98,1288330,2048,SCAMPI (2 GB),53.955726862,9.659913921,36.273164659,4700.81640625,"[3.6669343956000002, 3.6669343956000002, 3.6669343956000002, 5.5692864206, 9.8236527704, 11.9721667691, 15.7773839349, 18.6951282607, 33.8245996837, 47.2579071023]",0.9307614799,"[None, None, [770874, 1242592], [673014, 756365, 1021823], [944823, 756452, 1021915, 147074], [673175, 147144, 756524, 1021984, 236679], [673175, 147144, 756524, 1021984, 236679, 944894], [756498, 147116, 944866, 236651, 673146, 473053, 1021951], [745954, 659348, 771034, 792693, 994539, 687075, 48855, 1177890], [686978, 1177794, 395491, 770940, 745859, 583325, 1242647, 994434, 105112]]",[7],BlackLeggedKittiwake,2 GB,SCAMPI (2 GB),6.874438675433799,5.943677195533799
99,1288330,4096,SCAMPI (2 GB),49.6906032562,7.883400211,33.926906039,4589.19140625,"[13.4919056765, 13.4919056765, 13.4919056765, 18.588380894, 45.2229219257, 91.3506482944, 142.905304681, 193.6055118279, 230.6399018541, 275.5547100402]",1.1112295056000001,"[None, None, [47301, 657790], [47568, 658050, 685776], [47694, 685908, 658164, 769861], [745083, 853525, 47986, 686217, 81281], [852900, 328922, 457660, 744471, 47393, 1176406], [853773, 745326, 1119738, 1177245, 686460, 48206, 488392], [950326, 81564, 686459, 853767, 488388, 930803, 48204, 993947], [950326, 81564, 686459, 853767, 488388, 930803, 48204, 993947, 745247]]",[3],BlackLeggedKittiwake,2 GB,SCAMPI (2 GB),16.59984066309674,15.488611157496738
100,180000,512,SCAMPI (8 GB),430.7164697647,100.052466106,300.730022898,8587.73828125,"[16.8070363087, 16.8070363087, 16.8070363087, 23.6441591173, 32.8750426299, 49.7224505221, 60.1282498297, 81.5538646438, 101.9328761108, 111.2621006134]",3.0688923475,"[None, None, [145577, 160799], [83652, 62987, 964], [62924, 901, 83588, 107016], [901, 62924, 83589, 107018, 33101], [165348, 29675, 27675, 139798, 114440, 22721], [22830, 27783, 160681, 139903, 114548, 165456, 33516], [139629, 165180, 29508, 22554, 155689, 166252, 33239, 9537], [33239, 160405, 155687, 26476, 22548, 139629, 9536, 14934, 29504]]",[6],EOG_one_hour_50_Hz,8 GB,SCAMPI (8 GB),10.548085163355479,7.479192815855479
101,180000,1024,SCAMPI (8 GB),419.5440769196,98.533195739,291.71673364,8717.3984375,"[71.7265427046, 71.7265427046, 71.7265427046, 125.7306112406, 213.4375931575, 311.1019777365, 410.1811580541, 554.1249918893, 590.1261468271, 779.1291486197]",4.5235882551,"[None, None, [62476, 83141], [62641, 83306, 620], [139034, 155094, 25879, 69622], [33058, 22370, 160221, 26298, 9350], [83197, 62531, 40226, 36745, 30626, 157085], [26025, 21307, 9082, 139178, 165803, 43815, 144722], [26025, 21307, 9082, 139178, 165803, 43815, 144722, 4611], [65448, 94240, 69675, 8997, 28976, 144486, 139104, 32717, 172226]]",[8],EOG_one_hour_50_Hz,8 GB,SCAMPI (8 GB),27.91288499277171,23.389296737671707
102,180000,2048,SCAMPI (8 GB),449.5518584251,104.009279359,315.416894797,8973.0,"[358.4804652092, 358.4804652092, 358.4804652092, 599.8052904131, 899.7417780469, 1617.3068176844, 2033.0878729515, 2280.9917899636, 2280.9917899636, 2584.8092085578]",6.3321159416,"[None, None, [157753, 167985], [68718, 82111, 24853], [25106, 31869, 20387, 143797], [68763, 24904, 82163, 31678, 20187], [157335, 763, 167569, 30868, 4921, 85091], [134718, 156784, 84563, 21875, 167020, 8851, 61094], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796, 150044]]","[4, 8]",EOG_one_hour_50_Hz,8 GB,SCAMPI (8 GB),50.84101895672234,44.508903015122335
103,180000,4096,SCAMPI (8 GB),457.3400900364,104.510668223,324.459505866,9505.42578125,"[1409.4634657919, 1409.4634657919, 1409.4634657919, 2441.2000346263, 3383.4546613022, 4837.2153642059, 6334.3524063852, 6334.3524063852, 7747.3060668887, 7747.3060668887]",9.9419140302,"[None, None, [59433, 80097], [141971, 23279, 18552], [136187, 23043, 18323, 141737], [9669, 26599, 66111, 114394, 157604], [133167, 26338, 4776, 77196, 157336, 79294], [133167, 26338, 4776, 77196, 157336, 79294, 172761], [133167, 26338, 4776, 77196, 157336, 79294, 172761, 84971], [133167, 26338, 4776, 77196, 157336, 79294, 172761, 84971, 57787]]",[7],EOG_one_hour_50_Hz,8 GB,SCAMPI (8 GB),88.01878246652075,78.07686843632075
104,449919,512,SCAMPI (8 GB),1.0386874676,0.96357887,0.035320498,4570.8515625,"[1.5728995460000002e-17, 1.5728995460000002e-17, 1.5728995460000002e-17, 6.979154263e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.777e-07,"[None, None, [245556, 258530], [245556, 258530, 249108], [236356, 248267, 238486, 244734], [245556, 258530, 249108, 248258, 236347], [245556, 258530, 249108, 248258, 236347, 238477], [236347, 248258, 238477, 244725, 249108, 258530, 245556], [236345, 248256, 238475, 244723, 249106, 258528, 245554, 241791], [236345, 248256, 238475, 244723, 249106, 258528, 245554, 241791, 259512]]",[2],swtAttack38,8 GB,SCAMPI (8 GB),0.0,-5.777e-07
105,449919,1024,SCAMPI (8 GB),218.0058338642,63.581965255,139.64805947,8511.21484375,"[0.7460488454, 0.7460488454, 0.7460488454, 0.8544665024, 1.1124659504, 1.4733250517, 1.8925798658, 2.0550947121, 2.2279156862, 2.483783692]",0.7997706533000001,"[None, None, [353836, 401454], [294251, 401671, 412283], [412292, 401685, 294259, 391088], [294041, 401461, 412073, 390870, 353844], [412217, 401607, 294184, 391010, 289861, 151422], [401471, 353851, 412078, 294052, 390878, 339957, 344289], [401464, 353844, 412073, 390868, 294045, 339949, 289718, 151281], [369775, 226379, 437385, 207934, 308841, 313164, 428079, 222019, 326124]]",[3],swtAttack38,8 GB,SCAMPI (8 GB),1.5760024403534405,0.7762317870534404
106,449919,2048,SCAMPI (8 GB),305.4769551754,57.668926599,219.565051021,8511.21484375,"[0.9054740130000001, 0.9054740130000001, 0.9054740130000001, 1.6764203064, 2.0409268369, 2.8509705807, 4.2331283248, 5.4200514064, 6.0724315282, 6.922031001]",1.2494153485,"[None, None, [390546, 401145], [401034, 390435, 353403], [353588, 401221, 390624, 293800], [401205, 390606, 353572, 293784, 289448], [390586, 401184, 353552, 293764, 289429, 411781], [319984, 311365, 170946, 307023, 220216, 224585, 166707], [171040, 307129, 320086, 311473, 324465, 220318, 166806, 224690], [171064, 307155, 320101, 311490, 324480, 224709, 220346, 166834, 121763]]",[4],swtAttack38,8 GB,SCAMPI (8 GB),2.630975294638853,1.3815599461388532
107,449919,4096,SCAMPI (8 GB),304.6382734776,60.315283039,214.068691016,8512.21484375,"[3.2640418197, 3.2640418197, 3.2640418197, 12.1584722709, 15.1210599448, 16.3024115683, 17.3286799305, 20.4593771856, 21.9627140582, 23.2856940032]",2.1425014896,"[None, None, [311253, 319873], [47858, 43493, 52207], [56578, 47861, 43473, 52173], [60924, 47859, 43488, 52211, 56610], [56556, 47853, 43470, 52146, 60902, 65224], [65248, 47836, 43484, 52182, 60911, 56595, 82378], [69675, 47881, 43550, 95283, 56637, 60967, 65330, 52277], [52219, 43508, 47871, 56620, 65279, 60953, 82367, 95243, 69658]]",[6],swtAttack38,8 GB,SCAMPI (8 GB),4.825525256715584,2.683023767115584
108,1799997,512,SCAMPI (0.5 GB),10.0185906887,8.096429651,1.600816955,4587.8828125,"[0.2998961314, 0.2998961314, 0.2998961314, 0.4830394633, 1.0975699423, 1.0975699423, 1.0975699423, 2.0149725741, 2.3152386118, 2.3152386118]",0.0073315315,"[None, None, [1362297, 1208050], [1362297, 1208050, 1090025], [1362297, 1208050, 1090025, 1693717], [1362297, 1208050, 1090025, 1693717, 65714], [1362297, 1208050, 1090025, 1693717, 65714, 1671024], [1362297, 1208050, 1090025, 1693717, 65714, 1671024, 782684], [1362297, 1208050, 1090025, 1693717, 65714, 1671024, 782684, 960101], [1362297, 1208050, 1090025, 1693717, 65714, 1671024, 782684, 960101, 599215]]",[6],Challenge2009Respiration500HZ,0.5 GB,SCAMPI (0.5 GB),1.5215908161526213,1.5142592846526213
109,1799997,1024,SCAMPI (0.5 GB),19.2036538124,11.882134886,5.554708341,4587.8828125,"[2.0563017518, 2.0563017518, 2.0563017518, 4.0710806949, 5.1905830676, 10.4977734245, 10.4977734245, 10.4977734245, 10.6236090927, 10.6236090927]",0.1087268492,"[None, None, [1361909, 51017], [1361909, 51017, 1279094], [1361909, 51017, 1279094, 377201], [1361909, 51017, 1279094, 377201, 1547162], [1361909, 51017, 1279094, 377201, 1547162, 130202], [1361909, 51017, 1279094, 377201, 1547162, 130202, 34215], [1361909, 51017, 1279094, 377201, 1547162, 130202, 34215, 299489], [1361909, 51017, 1279094, 377201, 1547162, 130202, 34215, 299489, 1046993]]",[7],Challenge2009Respiration500HZ,0.5 GB,SCAMPI (0.5 GB),3.2593878401779683,3.1506609909779684
110,1799997,2048,SCAMPI (0.5 GB),14.3948094845,4.227799151,8.065966082,4587.8828125,"[3.2983930468000002, 3.2983930468000002, 3.2983930468000002, 14.4700550844, 28.9796457886, 38.4049777076, 53.514908417, 61.3496157127, 62.6382397469, 73.7100268275]",0.4385111129,"[None, None, [1041749, 1531944], [1501546, 1471626, 1539993], [1477839, 1475781, 512702, 1510333], [512702, 1477838, 909252, 1510333, 1475771], [1048038, 1385268, 537293, 690298, 1573618, 1008737], [1361134, 1411720, 1096353, 1046177, 1103956, 1335443, 764712], [1361134, 1411720, 1096353, 1046177, 1103956, 1335443, 764712, 33426], [1361134, 1411720, 1096353, 1046177, 1103956, 1335443, 764712, 33426, 777219]]",[8],Challenge2009Respiration500HZ,0.5 GB,SCAMPI (0.5 GB),8.58545437513356,8.14694326223356
111,1799997,4096,SCAMPI (0.5 GB),19.2605280876,4.154257387,12.471602639,4587.8828125,"[47.5951127142, 47.5951127142, 47.5951127142, 108.2566078324, 245.2897680404, 323.2149471856, 374.4054838704, 592.4304019527, 592.4304019527, 642.0088848128]",0.6465798178000001,"[None, None, [363755, 992678], [128948, 363951, 992863], [14540, 1084960, 1082737, 508826], [538599, 1581065, 933310, 1085918, 1262616], [1082737, 1433401, 1084960, 451060, 14540, 508826], [1582637, 537856, 668556, 1433621, 907711, 1457624, 1511180], [1582637, 537856, 668556, 1433621, 907711, 1457624, 1511180, 1521190], [1582637, 537856, 668556, 1433621, 907711, 1457624, 1511180, 1521190, 1478691]]","[3, 6, 8]",Challenge2009Respiration500HZ,0.5 GB,SCAMPI (0.5 GB),25.337894245828718,24.69131442802872
