,memory,version,dataset,motif length,metric,value
2835,16 GB,SCAMPI (16 GB),water,4096,lower_bound,6.1096766967
2836,1 GB,SCAMPI (1 GB),swtAttack7,512,lower_bound,0.0017530025
2837,1 GB,SCAMPI (1 GB),swtAttack7,1024,lower_bound,1.1243025755
2838,1 GB,SCAMPI (1 GB),swtAttack7,2048,lower_bound,2.5798829978
2839,1 GB,SCAMPI (1 GB),swtAttack7,4096,lower_bound,4.5953207905
2840,0.25 GB,SCAMPI (0.25 GB),Challenge2009Respiration500HZ,512,lower_bound,0.0073315315
2841,0.25 GB,SCAMPI (0.25 GB),Challenge2009Respiration500HZ,1024,lower_bound,0.0051774690000000005
2842,0.25 GB,SCAMPI (0.25 GB),Challenge2009Respiration500HZ,2048,lower_bound,1.10742637
2843,0.25 GB,SCAMPI (0.25 GB),Challenge2009Respiration500HZ,4096,lower_bound,2.8909064582
2844,0.25 GB,SCAMPI (0.25 GB),MGHSleepElectromyography,512,lower_bound,0.3164887386
2845,0.25 GB,SCAMPI (0.25 GB),MGHSleepElectromyography,1024,lower_bound,0.7511803496
2846,0.25 GB,SCAMPI (0.25 GB),MGHSleepElectromyography,2048,lower_bound,1.451486295
2847,0.25 GB,SCAMPI (0.25 GB),MGHSleepElectromyography,4096,lower_bound,2.0342261904
2848,64 GB,SCAMPI (64 GB),water,512,lower_bound,4.5500000000000004e-08
2849,64 GB,SCAMPI (64 GB),water,1024,lower_bound,0.000333317
2850,64 GB,SCAMPI (64 GB),water,2048,lower_bound,3.2034012033
2851,64 GB,SCAMPI (64 GB),water,4096,lower_bound,6.8619675828
2852,2 GB,SCAMPI (2 GB),Challenge2009TestSetA_101a,512,lower_bound,0.7023484593
2853,2 GB,SCAMPI (2 GB),Challenge2009TestSetA_101a,1024,lower_bound,3.4719192622
2854,2 GB,SCAMPI (2 GB),Challenge2009TestSetA_101a,2048,lower_bound,6.599649015
2855,2 GB,SCAMPI (2 GB),Challenge2009TestSetA_101a,4096,lower_bound,11.7116990474
2856,1 GB,SCAMPI (1 GB),solarwind,512,lower_bound,0.26778861670000004
2857,1 GB,SCAMPI (1 GB),solarwind,1024,lower_bound,0.5685070983
2858,1 GB,SCAMPI (1 GB),solarwind,2048,lower_bound,1.4583314351
2859,1 GB,SCAMPI (1 GB),solarwind,4096,lower_bound,2.7853397756000002
2860,32 GB,SCAMPI (32 GB),CinC_Challenge,512,lower_bound,0.0
2861,32 GB,SCAMPI (32 GB),CinC_Challenge,1024,lower_bound,0.0
2862,32 GB,SCAMPI (32 GB),CinC_Challenge,2048,lower_bound,0.0
2863,32 GB,SCAMPI (32 GB),CinC_Challenge,4096,lower_bound,0.0
2864,2 GB,SCAMPI (2 GB),lorenzAttractorsLONG,512,lower_bound,7.93426e-05
2865,2 GB,SCAMPI (2 GB),lorenzAttractorsLONG,1024,lower_bound,0.0014220438
2866,2 GB,SCAMPI (2 GB),lorenzAttractorsLONG,2048,lower_bound,0.0116333613
2867,2 GB,SCAMPI (2 GB),lorenzAttractorsLONG,4096,lower_bound,0.0095394438
2868,4 GB,SCAMPI (4 GB),HAR_Ambient_Sensor_Data,512,lower_bound,0.0072233809000000005
2869,4 GB,SCAMPI (4 GB),HAR_Ambient_Sensor_Data,1024,lower_bound,0.0370647426
2870,4 GB,SCAMPI (4 GB),HAR_Ambient_Sensor_Data,2048,lower_bound,0.1927807476
2871,4 GB,SCAMPI (4 GB),HAR_Ambient_Sensor_Data,4096,lower_bound,8.8466774423
2872,0.5 GB,SCAMPI (0.5 GB),swtAttack7,512,lower_bound,0.0017530025
2873,0.5 GB,SCAMPI (0.5 GB),swtAttack7,1024,lower_bound,1.4759801584
2874,0.5 GB,SCAMPI (0.5 GB),swtAttack7,2048,lower_bound,2.4163169287
2875,0.5 GB,SCAMPI (0.5 GB),swtAttack7,4096,lower_bound,4.2735947141
2876,8 GB,SCAMPI (8 GB),Challenge2009Respiration500HZ,512,lower_bound,0.0073315315
2877,8 GB,SCAMPI (8 GB),Challenge2009Respiration500HZ,1024,lower_bound,0.0051774690000000005
2878,8 GB,SCAMPI (8 GB),Challenge2009Respiration500HZ,2048,lower_bound,2.2966090491
2879,8 GB,SCAMPI (8 GB),Challenge2009Respiration500HZ,4096,lower_bound,5.7550947422
2880,0.25 GB,SCAMPI (0.25 GB),recorddata,512,lower_bound,0.0077470763
2881,0.25 GB,SCAMPI (0.25 GB),recorddata,1024,lower_bound,0.0055157631
2882,0.25 GB,SCAMPI (0.25 GB),recorddata,2048,lower_bound,0.0078113246
2883,0.25 GB,SCAMPI (0.25 GB),recorddata,4096,lower_bound,0.005526114
2884,2 GB,SCAMPI (2 GB),MGHSleepElectromyography,512,lower_bound,0.7950814652
2885,2 GB,SCAMPI (2 GB),MGHSleepElectromyography,1024,lower_bound,1.9574553635
2886,2 GB,SCAMPI (2 GB),MGHSleepElectromyography,2048,lower_bound,3.4074999118
2887,2 GB,SCAMPI (2 GB),MGHSleepElectromyography,4096,lower_bound,4.8567839397
2888,4 GB,SCAMPI (4 GB),WindTurbine,512,lower_bound,0.0074398178
2889,4 GB,SCAMPI (4 GB),WindTurbine,1024,lower_bound,0.0051931386
2890,4 GB,SCAMPI (4 GB),WindTurbine,2048,lower_bound,0.0071114803
2891,4 GB,SCAMPI (4 GB),WindTurbine,4096,lower_bound,0.009305759700000001
2892,8 GB,SCAMPI (8 GB),swtAttack7,512,lower_bound,0.0017530025
2893,8 GB,SCAMPI (8 GB),swtAttack7,1024,lower_bound,1.3054698152
2894,8 GB,SCAMPI (8 GB),swtAttack7,2048,lower_bound,2.8624062079
2895,8 GB,SCAMPI (8 GB),swtAttack7,4096,lower_bound,5.0135646897
2896,64 GB,SCAMPI (64 GB),Challenge2009TestSetA_101a,512,lower_bound,0.8231826029
2897,64 GB,SCAMPI (64 GB),Challenge2009TestSetA_101a,1024,lower_bound,3.6790353249
2898,64 GB,SCAMPI (64 GB),Challenge2009TestSetA_101a,2048,lower_bound,8.0455085165
2899,64 GB,SCAMPI (64 GB),Challenge2009TestSetA_101a,4096,lower_bound,14.0132929363
2900,8 GB,SCAMPI (8 GB),solarwind,512,lower_bound,0.4270142806
2901,8 GB,SCAMPI (8 GB),solarwind,1024,lower_bound,0.923172077
2902,8 GB,SCAMPI (8 GB),solarwind,2048,lower_bound,2.4708517061
2903,8 GB,SCAMPI (8 GB),solarwind,4096,lower_bound,4.7803189496
2904,32 GB,SCAMPI (32 GB),FingerFlexionECoG,512,lower_bound,4.19901e-05
2905,32 GB,SCAMPI (32 GB),FingerFlexionECoG,1024,lower_bound,0.0067811262
2906,32 GB,SCAMPI (32 GB),FingerFlexionECoG,2048,lower_bound,0.0072044018
2907,32 GB,SCAMPI (32 GB),FingerFlexionECoG,4096,lower_bound,0.0005514135
2908,32 GB,SCAMPI (32 GB),Bird12-Week3_2018_1_10,512,lower_bound,0.0
2909,32 GB,SCAMPI (32 GB),Bird12-Week3_2018_1_10,1024,lower_bound,3.6675522472
2910,32 GB,SCAMPI (32 GB),Bird12-Week3_2018_1_10,2048,lower_bound,5.1579408393
2911,32 GB,SCAMPI (32 GB),Bird12-Week3_2018_1_10,4096,lower_bound,7.7826684159
2912,16 GB,SCAMPI (16 GB),Challenge2009TestSetA_101a,512,lower_bound,0.8231826029
2913,16 GB,SCAMPI (16 GB),Challenge2009TestSetA_101a,1024,lower_bound,3.6790353249
2914,16 GB,SCAMPI (16 GB),Challenge2009TestSetA_101a,2048,lower_bound,8.0144147638
2915,16 GB,SCAMPI (16 GB),Challenge2009TestSetA_101a,4096,lower_bound,14.0132929363
2916,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset5sec,512,lower_bound,0.0077772817
2917,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset5sec,1024,lower_bound,0.0054484326
2918,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset5sec,2048,lower_bound,0.0075892367
2919,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset5sec,4096,lower_bound,0.036995087100000004
2920,4 GB,SCAMPI (4 GB),SynchrophasorEventsLarge,512,lower_bound,0.0060076873
2921,4 GB,SCAMPI (4 GB),SynchrophasorEventsLarge,1024,lower_bound,0.008981960800000001
2922,4 GB,SCAMPI (4 GB),SynchrophasorEventsLarge,2048,lower_bound,0.0616481269
2923,4 GB,SCAMPI (4 GB),SynchrophasorEventsLarge,4096,lower_bound,0.0156140791
2924,16 GB,SCAMPI (16 GB),Lab_FD_061014,512,lower_bound,2.4788801877
2925,16 GB,SCAMPI (16 GB),Lab_FD_061014,1024,lower_bound,2.9327183568
2926,16 GB,SCAMPI (16 GB),Lab_FD_061014,2048,lower_bound,3.4233540417
2927,16 GB,SCAMPI (16 GB),Lab_FD_061014,4096,lower_bound,6.3853334037
2928,16 GB,SCAMPI (16 GB),WindTurbine,512,lower_bound,0.0074398178
2929,16 GB,SCAMPI (16 GB),WindTurbine,1024,lower_bound,0.0051931386
2930,16 GB,SCAMPI (16 GB),WindTurbine,2048,lower_bound,0.0071114803
2931,16 GB,SCAMPI (16 GB),WindTurbine,4096,lower_bound,0.009305759700000001
2932,1 GB,SCAMPI (1 GB),house,512,lower_bound,0.0069767261
2933,1 GB,SCAMPI (1 GB),house,1024,lower_bound,0.0099982121
2934,1 GB,SCAMPI (1 GB),house,2048,lower_bound,0.2091871134
2935,1 GB,SCAMPI (1 GB),house,4096,lower_bound,0.9511011868
2936,1 GB,SCAMPI (1 GB),BlackLeggedKittiwake,512,lower_bound,0.8211857655
2937,1 GB,SCAMPI (1 GB),BlackLeggedKittiwake,1024,lower_bound,1.7095387092
2938,1 GB,SCAMPI (1 GB),BlackLeggedKittiwake,2048,lower_bound,2.7468814407
2939,1 GB,SCAMPI (1 GB),BlackLeggedKittiwake,4096,lower_bound,4.7972590853
2940,64 GB,SCAMPI (64 GB),WindTurbine,512,lower_bound,0.0074398178
2941,64 GB,SCAMPI (64 GB),WindTurbine,1024,lower_bound,0.0051931386
2942,64 GB,SCAMPI (64 GB),WindTurbine,2048,lower_bound,0.0071114803
2943,64 GB,SCAMPI (64 GB),WindTurbine,4096,lower_bound,0.009305759700000001
2944,0.5 GB,SCAMPI (0.5 GB),lorenzAttractorsLONG,512,lower_bound,7.93426e-05
2945,0.5 GB,SCAMPI (0.5 GB),lorenzAttractorsLONG,1024,lower_bound,0.0014220438
2946,0.5 GB,SCAMPI (0.5 GB),lorenzAttractorsLONG,2048,lower_bound,0.0116333613
2947,0.5 GB,SCAMPI (0.5 GB),lorenzAttractorsLONG,4096,lower_bound,0.0095394438
2948,64 GB,SCAMPI (64 GB),Lab_FD_061014,512,lower_bound,2.9576670152
2949,64 GB,SCAMPI (64 GB),Lab_FD_061014,1024,lower_bound,3.5159606567
2950,64 GB,SCAMPI (64 GB),Lab_FD_061014,2048,lower_bound,4.153048554
2951,64 GB,SCAMPI (64 GB),Lab_FD_061014,4096,lower_bound,7.595301835
2952,2 GB,SCAMPI (2 GB),water,512,lower_bound,4.5500000000000004e-08
2953,2 GB,SCAMPI (2 GB),water,1024,lower_bound,0.000333317
2954,2 GB,SCAMPI (2 GB),water,2048,lower_bound,2.3400732194
2955,2 GB,SCAMPI (2 GB),water,4096,lower_bound,4.5728538864
2956,64 GB,SCAMPI (64 GB),SynchrophasorEventsLarge,512,lower_bound,0.0060076873
2957,64 GB,SCAMPI (64 GB),SynchrophasorEventsLarge,1024,lower_bound,0.008981960800000001
2958,64 GB,SCAMPI (64 GB),SynchrophasorEventsLarge,2048,lower_bound,0.0616481269
2959,64 GB,SCAMPI (64 GB),SynchrophasorEventsLarge,4096,lower_bound,0.0156140791
2960,2 GB,SCAMPI (2 GB),stator_winding,512,lower_bound,0.3855479429
2961,2 GB,SCAMPI (2 GB),stator_winding,1024,lower_bound,0.5203010294
2962,2 GB,SCAMPI (2 GB),stator_winding,2048,lower_bound,0.7276037274
2963,2 GB,SCAMPI (2 GB),stator_winding,4096,lower_bound,1.0638873595
2964,0.25 GB,SCAMPI (0.25 GB),water,512,lower_bound,4.5500000000000004e-08
2965,0.25 GB,SCAMPI (0.25 GB),water,1024,lower_bound,0.000333317
2966,0.25 GB,SCAMPI (0.25 GB),water,2048,lower_bound,1.4010147107
2967,0.25 GB,SCAMPI (0.25 GB),water,4096,lower_bound,2.7028736838
2968,0.25 GB,SCAMPI (0.25 GB),CinC_Challenge,512,lower_bound,0.0
2969,0.25 GB,SCAMPI (0.25 GB),CinC_Challenge,1024,lower_bound,0.0
2970,0.25 GB,SCAMPI (0.25 GB),CinC_Challenge,2048,lower_bound,0.0
2971,0.25 GB,SCAMPI (0.25 GB),CinC_Challenge,4096,lower_bound,0.0
2972,32 GB,SCAMPI (32 GB),stator_winding,512,lower_bound,0.2546071321
2973,32 GB,SCAMPI (32 GB),stator_winding,1024,lower_bound,0.4893920573
2974,32 GB,SCAMPI (32 GB),stator_winding,2048,lower_bound,0.845196249
2975,32 GB,SCAMPI (32 GB),stator_winding,4096,lower_bound,1.1697467982
2976,0.25 GB,SCAMPI (0.25 GB),WindTurbine,512,lower_bound,0.0074398178
2977,0.25 GB,SCAMPI (0.25 GB),WindTurbine,1024,lower_bound,0.0051931386
2978,0.25 GB,SCAMPI (0.25 GB),WindTurbine,2048,lower_bound,0.0071114803
2979,0.25 GB,SCAMPI (0.25 GB),WindTurbine,4096,lower_bound,0.009305759700000001
2980,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,512,lower_bound,0.7176127861
2981,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,1024,lower_bound,1.4752094157
2982,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,2048,lower_bound,2.3231201165
2983,0.5 GB,SCAMPI (0.5 GB),BlackLeggedKittiwake,4096,lower_bound,4.2443546483
2984,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,512,lower_bound,0.0060076873
2985,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,1024,lower_bound,0.008981960800000001
2986,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,2048,lower_bound,0.0616481269
2987,16 GB,SCAMPI (16 GB),SynchrophasorEventsLarge,4096,lower_bound,0.0156140791
2988,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,512,lower_bound,0.0077772817
2989,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,1024,lower_bound,0.0054484326
2990,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,2048,lower_bound,0.0075892367
2991,2 GB,SCAMPI (2 GB),SpainishEnergyDataset5sec,4096,lower_bound,0.0158550373
2992,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,512,lower_bound,4.5610354939
2993,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,1024,lower_bound,6.9860032469
2994,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,2048,lower_bound,10.6364008884
2995,2 GB,SCAMPI (2 GB),EOG_one_hour_50_Hz,4096,lower_bound,15.5235333579
2996,8 GB,SCAMPI (8 GB),house,512,lower_bound,0.0069767261
2997,8 GB,SCAMPI (8 GB),house,1024,lower_bound,0.0099982121
2998,8 GB,SCAMPI (8 GB),house,2048,lower_bound,0.2091871134
2999,8 GB,SCAMPI (8 GB),house,4096,lower_bound,1.4611889741
3000,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,512,lower_bound,1.0135355844
3001,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,1024,lower_bound,2.0610326494
3002,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,2048,lower_bound,3.5944040891
3003,8 GB,SCAMPI (8 GB),BlackLeggedKittiwake,4096,lower_bound,6.1632582825
3004,2 GB,SCAMPI (2 GB),swtAttack38,512,lower_bound,5.777e-07
3005,2 GB,SCAMPI (2 GB),swtAttack38,1024,lower_bound,0.8405232981
3006,2 GB,SCAMPI (2 GB),swtAttack38,2048,lower_bound,1.5337134517
3007,2 GB,SCAMPI (2 GB),swtAttack38,4096,lower_bound,3.5780314549
3008,32 GB,SCAMPI (32 GB),swtAttack7,512,lower_bound,0.0075740331000000004
3009,32 GB,SCAMPI (32 GB),swtAttack7,1024,lower_bound,1.5505784336
3010,32 GB,SCAMPI (32 GB),swtAttack7,2048,lower_bound,2.8475365652
3011,32 GB,SCAMPI (32 GB),swtAttack7,4096,lower_bound,5.0242888923
3012,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,512,lower_bound,1.2736741919
3013,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,1024,lower_bound,2.8895769652
3014,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,2048,lower_bound,5.1772265174
3015,16 GB,SCAMPI (16 GB),MGHSleepElectromyography,4096,lower_bound,7.3706244352
3016,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,512,lower_bound,1e-10
3017,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,1024,lower_bound,7.000000000000001e-10
3018,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,2048,lower_bound,1.5e-09
3019,0.5 GB,SCAMPI (0.5 GB),FingerFlexionECoG,4096,lower_bound,0.0005514135
3020,64 GB,SCAMPI (64 GB),solarwind,512,lower_bound,0.5717648842
3021,64 GB,SCAMPI (64 GB),solarwind,1024,lower_bound,1.2256804412
3022,64 GB,SCAMPI (64 GB),solarwind,2048,lower_bound,3.2566883343
3023,64 GB,SCAMPI (64 GB),solarwind,4096,lower_bound,6.5136615105
3024,16 GB,SCAMPI (16 GB),solarwind,512,lower_bound,0.4849145221
3025,16 GB,SCAMPI (16 GB),solarwind,1024,lower_bound,1.0483479519
3026,16 GB,SCAMPI (16 GB),solarwind,2048,lower_bound,2.7277598345
3027,16 GB,SCAMPI (16 GB),solarwind,4096,lower_bound,5.4126074309
3028,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,512,lower_bound,0.8722738405
3029,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,1024,lower_bound,3.5146467452
3030,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,2048,lower_bound,6.4501877601
3031,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,4096,lower_bound,9.1236974123
3032,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,512,lower_bound,0.0060076873
3033,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,1024,lower_bound,0.0269458824
3034,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,2048,lower_bound,0.0205493756
3035,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,4096,lower_bound,0.0156140791
3036,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,512,lower_bound,0.5850542587
3037,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,1024,lower_bound,0.8232079093
3038,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,2048,lower_bound,1.1935725307
3039,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,4096,lower_bound,1.6597036139
3040,32 GB,SCAMPI (32 GB),house,512,lower_bound,0.0069767261
3041,32 GB,SCAMPI (32 GB),house,1024,lower_bound,0.0099982121
3042,32 GB,SCAMPI (32 GB),house,2048,lower_bound,0.1803337184
3043,32 GB,SCAMPI (32 GB),house,4096,lower_bound,1.7056060389
3044,64 GB,SCAMPI (64 GB),swtAttack38,512,lower_bound,5.777e-07
3045,64 GB,SCAMPI (64 GB),swtAttack38,1024,lower_bound,0.9016522652000001
3046,64 GB,SCAMPI (64 GB),swtAttack38,2048,lower_bound,1.6384548582
3047,64 GB,SCAMPI (64 GB),swtAttack38,4096,lower_bound,3.5780314549
3048,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,512,lower_bound,1.0283317244
3049,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,1024,lower_bound,2.114289307
3050,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,2048,lower_bound,3.8819564162
3051,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,4096,lower_bound,6.49933745
3052,16 GB,SCAMPI (16 GB),swtAttack38,512,lower_bound,5.777e-07
3053,16 GB,SCAMPI (16 GB),swtAttack38,1024,lower_bound,0.9016522652000001
3054,16 GB,SCAMPI (16 GB),swtAttack38,2048,lower_bound,1.6384548582
3055,16 GB,SCAMPI (16 GB),swtAttack38,4096,lower_bound,3.5780314549
3056,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,512,lower_bound,0.0060076873
3057,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,1024,lower_bound,0.008981960800000001
3058,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,2048,lower_bound,0.0616481269
3059,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,4096,lower_bound,0.0156140791
3060,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,512,lower_bound,0.9035170778
3061,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,1024,lower_bound,1.0949548837
3062,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,2048,lower_bound,1.2653213351
3063,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,4096,lower_bound,2.4364364322
3064,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,512,lower_bound,0.0072233809000000005
3065,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,1024,lower_bound,0.0370647426
3066,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,2048,lower_bound,0.1927807476
3067,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,4096,lower_bound,4.5140597763
3068,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,512,lower_bound,0.0074098734
3069,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,1024,lower_bound,0.0052568936000000005
3070,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,2048,lower_bound,0.0990781372
3071,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,4096,lower_bound,0.15601928680000002
3072,2 GB,SCAMPI (2 GB),CinC_Challenge,512,lower_bound,0.0
3073,2 GB,SCAMPI (2 GB),CinC_Challenge,1024,lower_bound,0.0
3074,2 GB,SCAMPI (2 GB),CinC_Challenge,2048,lower_bound,0.0
3075,2 GB,SCAMPI (2 GB),CinC_Challenge,4096,lower_bound,0.0
3076,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,512,lower_bound,0.0074098734
3077,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,1024,lower_bound,0.0052568936000000005
3078,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,2048,lower_bound,0.0990781372
3079,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,4096,lower_bound,0.15601928680000002
3080,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,512,lower_bound,0.0074098734
3081,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,1024,lower_bound,0.0052568936000000005
3082,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,2048,lower_bound,0.0990781372
3083,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,4096,lower_bound,0.15601928680000002
3084,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,512,lower_bound,0.0072233809000000005
3085,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,1024,lower_bound,0.0370647426
3086,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,2048,lower_bound,0.1927807476
3087,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,4096,lower_bound,12.3435617514
3088,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,512,lower_bound,0.0060076873
3089,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,1024,lower_bound,0.008981960800000001
3090,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,2048,lower_bound,0.0890472944
3091,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,4096,lower_bound,0.0156140791
3092,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,512,lower_bound,3.7765066231
3093,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,1024,lower_bound,5.908696688
3094,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,2048,lower_bound,8.5541836217
3095,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,4096,lower_bound,12.2187726075
3096,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,512,lower_bound,4.5610354939
3097,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,1024,lower_bound,6.9860032469
3098,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,2048,lower_bound,10.6364008884
3099,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,4096,lower_bound,15.5235333579
3100,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,512,lower_bound,0.0
3101,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,1024,lower_bound,0.7160198873
3102,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,2048,lower_bound,1.0130288605
3103,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,4096,lower_bound,1.4254571625
3104,4 GB,SCAMPI (4 GB),house,512,lower_bound,0.0069767261
3105,4 GB,SCAMPI (4 GB),house,1024,lower_bound,0.0099982121
3106,4 GB,SCAMPI (4 GB),house,2048,lower_bound,0.2091871134
3107,4 GB,SCAMPI (4 GB),house,4096,lower_bound,1.3442938562
3108,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,512,lower_bound,0.9691471647000001
3109,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,1024,lower_bound,1.9864733287
3110,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,2048,lower_bound,3.352254761
3111,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,4096,lower_bound,5.7729727976
3112,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,512,lower_bound,0.0
3113,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,1024,lower_bound,2.0715384526
3114,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,2048,lower_bound,2.9153578657
3115,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,4096,lower_bound,3.926834099
3116,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,512,lower_bound,4.5610354939
3117,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,1024,lower_bound,6.9860032469
3118,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,2048,lower_bound,10.6364008884
3119,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,4096,lower_bound,15.5235333579
3120,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,512,lower_bound,0.0072233809000000005
3121,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,1024,lower_bound,0.0370647426
3122,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,2048,lower_bound,0.1927807476
3123,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,4096,lower_bound,10.5291406476
3124,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,512,lower_bound,0.8987039426000001
3125,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,1024,lower_bound,2.9922820643
3126,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,2048,lower_bound,5.5269145461
3127,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,4096,lower_bound,9.520229268
3128,16 GB,SCAMPI (16 GB),EOG_one_hour_400_Hz,512,lower_bound,1.7243364259
